time,open,high,low,close
2025-10-01T21:00:00+09:00,116790,116890,116650,116680
2025-10-01T21:15:00+09:00,116690,116930,116680,116680
2025-10-01T21:30:00+09:00,116680,116680,116510,116520
2025-10-01T21:45:00+09:00,116520,116530,116390,116460
2025-10-01T22:00:00+09:00,116480,116610,116470,116570
2025-10-01T22:15:00+09:00,116580,116680,116580,116680
2025-10-01T22:30:00+09:00,116630,116750,116500,116560
2025-10-01T22:45:00+09:00,116560,116840,116510,116820
2025-10-01T23:00:00+09:00,116840,117270,116760,117190
2025-10-01T23:15:00+09:00,117240,117480,117130,117280
2025-10-01T23:30:00+09:00,117190,117460,117160,117390
2025-10-01T23:45:00+09:00,117370,117370,117130,117370
2025-10-02T00:00:00+09:00,117380,117390,117190,117270
2025-10-02T00:15:00+09:00,117290,117710,117270,117610
2025-10-02T00:30:00+09:00,117580,117580,117430,117570
2025-10-02T00:45:00+09:00,117580,117590,117410,117480
2025-10-02T01:00:00+09:00,117510,117830,117440,117830
2025-10-02T01:15:00+09:00,117830,117990,117790,117990
2025-10-02T01:30:00+09:00,117960,118260,117900,118000
2025-10-02T01:45:00+09:00,118010,118060,117640,117690
2025-10-02T02:00:00+09:00,117660,117750,117440,117440
2025-10-02T02:15:00+09:00,117480,117630,117410,117470
2025-10-02T02:30:00+09:00,117500,117590,117280,117280
2025-10-02T02:45:00+09:00,117270,117270,116850,116900
2025-10-02T03:00:00+09:00,116940,117150,116870,117150
2025-10-02T03:15:00+09:00,117150,117150,116950,117120
2025-10-02T03:30:00+09:00,117110,117260,117110,117190
2025-10-02T03:45:00+09:00,117200,117390,117200,117310
2025-10-02T04:00:00+09:00,117330,117470,117290,117470
2025-10-02T04:15:00+09:00,117470,117560,117470,117540
2025-10-02T04:30:00+09:00,117560,117680,117440,117570
2025-10-02T04:45:00+09:00,117580,117640,117440,117480
2025-10-02T05:00:00+09:00,117500,117500,117260,117310
2025-10-02T05:15:00+09:00,117330,117500,117330,117500
2025-10-02T05:30:00+09:00,117500,117520,117420,117480
2025-10-02T05:45:00+09:00,117470,117620,117410,117620
2025-10-02T06:00:00+09:00,117630,117670,117580,117670
2025-10-02T06:15:00+09:00,117670,117670,117560,117590
2025-10-02T06:30:00+09:00,117590,117590,117450,117460
2025-10-02T06:45:00+09:00,117470,117650,117460,117650
2025-10-02T07:00:00+09:00,117660,118150,117660,117930
2025-10-02T07:15:00+09:00,117920,117980,117860,117890
2025-10-02T07:30:00+09:00,117880,117900,117730,117750
2025-10-02T07:45:00+09:00,117770,117940,117760,117830
2025-10-02T08:00:00+09:00,117830,118050,117770,118050
2025-10-02T08:15:00+09:00,118030,118530,118030,118470
2025-10-02T08:30:00+09:00,118460,118500,118240,118450
2025-10-02T08:45:00+09:00,118460,118810,118410,118630
2025-10-02T09:00:00+09:00,118730,119530,118730,119310
2025-10-02T09:15:00+09:00,119270,119270,119020,119020
2025-10-02T09:30:00+09:00,119030,119030,118600,118660
2025-10-02T09:45:00+09:00,118720,118810,118540,118550
2025-10-02T10:00:00+09:00,118540,118770,118500,118770
2025-10-02T10:15:00+09:00,118740,118750,118530,118570
2025-10-02T10:30:00+09:00,118580,118780,118570,118780
2025-10-02T10:45:00+09:00,118790,118980,118680,118680
2025-10-02T11:00:00+09:00,118700,118810,118600,118730
2025-10-02T11:15:00+09:00,118730,118810,118550,118550
2025-10-02T11:30:00+09:00,118620,118790,118540,118770
2025-10-02T11:45:00+09:00,118780,118830,118750,118800
2025-10-02T12:00:00+09:00,118790,119070,118780,118950
2025-10-02T12:15:00+09:00,118930,119120,118850,119010
2025-10-02T12:30:00+09:00,119010,119060,118870,119030
2025-10-02T12:45:00+09:00,119030,119030,118790,118810
2025-10-02T13:00:00+09:00,118810,118970,118720,118950
2025-10-02T13:15:00+09:00,118950,118950,118670,118690
2025-10-02T13:30:00+09:00,118690,118690,118550,118650
2025-10-02T13:45:00+09:00,118650,118750,118610,118740
2025-10-02T14:00:00+09:00,118750,118750,118620,118620
2025-10-02T14:15:00+09:00,118630,118690,118530,118690
2025-10-02T14:30:00+09:00,118650,118660,118500,118590
2025-10-02T14:45:00+09:00,118590,118600,118390,118460
2025-10-02T15:00:00+09:00,118460,118570,118440,118570
2025-10-02T15:15:00+09:00,118520,118590,118500,118580
2025-10-02T15:30:00+09:00,118580,118720,118560,118720
2025-10-02T15:45:00+09:00,118690,118700,118630,118700
2025-10-02T16:00:00+09:00,118680,118720,118650,118720
2025-10-02T16:15:00+09:00,118720,118720,118580,118580
2025-10-02T16:30:00+09:00,118580,118580,118540,118540
2025-10-02T16:45:00+09:00,118550,118570,118520,118540
2025-10-02T17:00:00+09:00,118560,118620,118400,118420
2025-10-02T17:15:00+09:00,118420,118670,118420,118670
2025-10-02T17:30:00+09:00,118670,118700,118620,118650
2025-10-02T17:45:00+09:00,118650,118720,118650,118710
2025-10-02T18:00:00+09:00,118700,118700,118620,118640
2025-10-02T18:15:00+09:00,118640,118720,118640,118710
2025-10-02T18:30:00+09:00,118700,118750,118640,118750
2025-10-02T18:45:00+09:00,118760,118930,118760,118910
2025-10-02T19:00:00+09:00,118910,118940,118730,118770
2025-10-02T19:15:00+09:00,118780,118820,118660,118670
2025-10-02T19:30:00+09:00,118660,118800,118660,118770
2025-10-02T19:45:00+09:00,118780,118810,118650,118670
2025-10-02T20:00:00+09:00,118670,118730,118600,118610
2025-10-02T20:15:00+09:00,118610,118760,118600,118720
2025-10-02T20:30:00+09:00,118740,118770,118720,118770
2025-10-02T20:45:00+09:00,118770,118900,118770,118810
2025-10-02T21:00:00+09:00,118810,118920,118800,118920
2025-10-02T21:15:00+09:00,118920,119190,118920,119140
2025-10-02T21:30:00+09:00,119170,119370,119000,119300
2025-10-02T21:45:00+09:00,119300,119470,119300,119450
2025-10-02T22:00:00+09:00,119470,119470,119230,119240
2025-10-02T22:15:00+09:00,119230,119340,119030,119260
2025-10-02T22:30:00+09:00,119250,119600,119180,119600
2025-10-02T22:45:00+09:00,119600,119860,119600,119710
2025-10-02T23:00:00+09:00,119690,119720,119360,119490
2025-10-02T23:15:00+09:00,119490,119770,119490,119750
2025-10-02T23:30:00+09:00,119760,119840,119040,119050
2025-10-02T23:45:00+09:00,119060,119130,118700,118870
2025-10-03T00:00:00+09:00,118870,119270,118620,119270
2025-10-03T00:15:00+09:00,119260,119600,119090,119510
2025-10-03T00:30:00+09:00,119450,119690,119290,119690
2025-10-03T00:45:00+09:00,119640,120000,119640,119980
2025-10-03T01:00:00+09:00,119970,120320,119810,120200
2025-10-03T01:15:00+09:00,120260,120260,119980,120070
2025-10-03T01:30:00+09:00,120070,120140,119770,119840
2025-10-03T01:45:00+09:00,119830,119940,119670,119790
2025-10-03T02:00:00+09:00,119780,119810,119610,119810
2025-10-03T02:15:00+09:00,119830,119840,119450,119490
2025-10-03T02:30:00+09:00,119470,119650,119450,119620
2025-10-03T02:45:00+09:00,119620,119980,119610,119970
2025-10-03T03:00:00+09:00,119970,120260,119960,120220
2025-10-03T03:15:00+09:00,120190,120320,120020,120230
2025-10-03T03:30:00+09:00,120190,120230,120060,120150
2025-10-03T03:45:00+09:00,120160,120700,120160,120620
2025-10-03T04:00:00+09:00,120590,121090,120550,121080
2025-10-03T04:15:00+09:00,121080,121080,120740,120780
2025-10-03T04:30:00+09:00,120810,121010,120780,120780
2025-10-03T04:45:00+09:00,120770,120910,120630,120890
2025-10-03T05:00:00+09:00,120880,120950,120730,120740
2025-10-03T05:15:00+09:00,120730,120810,120540,120620
2025-10-03T05:30:00+09:00,120610,120610,120390,120520
2025-10-03T05:45:00+09:00,120520,120680,120480,120680
2025-10-03T06:00:00+09:00,120680,120770,120610,120750
2025-10-03T06:15:00+09:00,120770,120770,120490,120490
2025-10-03T06:30:00+09:00,120490,120490,120260,120300
2025-10-03T06:45:00+09:00,120310,120410,120210,120210
2025-10-03T07:00:00+09:00,120210,120410,120170,120410
2025-10-03T07:15:00+09:00,120420,120420,120280,120360
2025-10-03T07:30:00+09:00,120360,120420,120210,120220
2025-10-03T07:45:00+09:00,120220,120260,120130,120260
2025-10-03T08:00:00+09:00,120260,120490,120260,120490
2025-10-03T08:15:00+09:00,120500,120660,120440,120580
2025-10-03T08:30:00+09:00,120570,120630,120360,120360
2025-10-03T08:45:00+09:00,120370,120600,120340,120570
2025-10-03T09:00:00+09:00,120530,120560,120180,120210
2025-10-03T09:15:00+09:00,120210,120320,120170,120320
2025-10-03T09:30:00+09:00,120310,120310,120210,120230
2025-10-03T09:45:00+09:00,120260,120280,120170,120170
2025-10-03T10:00:00+09:00,120180,120300,120130,120260
2025-10-03T10:15:00+09:00,120260,120300,120080,120150
2025-10-03T10:30:00+09:00,120170,120190,120120,120150
2025-10-03T10:45:00+09:00,120150,120150,119880,119900
2025-10-03T11:00:00+09:00,119900,120140,119900,120120
2025-10-03T11:15:00+09:00,120150,120180,120030,120030
2025-10-03T11:30:00+09:00,120040,120110,120000,120110
2025-10-03T11:45:00+09:00,120110,120270,120100,120210
2025-10-03T12:00:00+09:00,120210,120490,120200,120350
2025-10-03T12:15:00+09:00,120360,120450,120230,120230
2025-10-03T12:30:00+09:00,120230,120460,120230,120440
2025-10-03T12:45:00+09:00,120400,120410,120260,120270
2025-10-03T13:00:00+09:00,120280,120340,120250,120270
2025-10-03T13:15:00+09:00,120290,120330,120240,120270
2025-10-03T13:30:00+09:00,120260,120260,120070,120070
2025-10-03T13:45:00+09:00,120080,120210,120080,120090
2025-10-03T14:00:00+09:00,120090,120120,119990,120040
2025-10-03T14:15:00+09:00,120040,120090,120030,120080
2025-10-03T14:30:00+09:00,120060,120070,119910,119910
2025-10-03T14:45:00+09:00,119910,119970,119810,119970
2025-10-03T15:00:00+09:00,119970,120100,119850,120100
2025-10-03T15:15:00+09:00,120100,120100,120020,120020
2025-10-03T15:30:00+09:00,120020,120060,119980,119980
2025-10-03T15:45:00+09:00,120000,120000,119870,119950
2025-10-03T16:00:00+09:00,119950,120060,119850,119930
2025-10-03T16:15:00+09:00,119920,119950,119870,119870
2025-10-03T16:30:00+09:00,119870,119870,119730,119730
2025-10-03T16:45:00+09:00,119730,119810,119730,119740
2025-10-03T17:00:00+09:00,119750,119790,119560,119570
2025-10-03T17:15:00+09:00,119570,119700,119340,119700
2025-10-03T17:30:00+09:00,119700,119990,119700,119980
2025-10-03T17:45:00+09:00,119980,120100,119930,120100
2025-10-03T18:00:00+09:00,120100,120270,120100,120140
2025-10-03T18:15:00+09:00,120130,120410,120090,120400
2025-10-03T18:30:00+09:00,120410,120410,120250,120270
2025-10-03T18:45:00+09:00,120290,120420,120280,120420
2025-10-03T19:00:00+09:00,120410,120420,120380,120410
2025-10-03T19:15:00+09:00,120410,120570,120410,120570
2025-10-03T19:30:00+09:00,120560,120590,120430,120590
2025-10-03T19:45:00+09:00,120580,120590,120490,120530
2025-10-03T20:00:00+09:00,120540,120560,120370,120370
2025-10-03T20:15:00+09:00,120360,120440,120220,120360
2025-10-03T20:30:00+09:00,120360,120420,120280,120420
2025-10-03T20:45:00+09:00,120420,120510,120400,120430
2025-10-03T21:00:00+09:00,120440,120460,120380,120430
2025-10-03T21:15:00+09:00,120430,120450,120300,120300
2025-10-03T21:30:00+09:00,120300,120360,120200,120330
2025-10-03T21:45:00+09:00,120320,120440,120320,120440
2025-10-03T22:00:00+09:00,120440,120440,120280,120350
2025-10-03T22:15:00+09:00,120340,120600,120300,120590
2025-10-03T22:30:00+09:00,120570,120770,120230,120370
2025-10-03T22:45:00+09:00,120350,120610,120350,120440
2025-10-03T23:00:00+09:00,120450,120450,120220,120220
2025-10-03T23:15:00+09:00,120220,120500,120000,120500
2025-10-03T23:30:00+09:00,120500,120790,120410,120680
2025-10-03T23:45:00+09:00,120680,121000,120680,120960
2025-10-04T00:00:00+09:00,120990,120990,120720,120960
2025-10-04T00:15:00+09:00,120960,121500,120960,121390
2025-10-04T00:30:00+09:00,121420,121820,121420,121740
2025-10-04T00:45:00+09:00,121760,122400,121720,122390
2025-10-04T01:00:00+09:00,122400,123340,122400,123190
2025-10-04T01:15:00+09:00,123210,123820,123030,123700
2025-10-04T01:30:00+09:00,123700,123890,123610,123810
2025-10-04T01:45:00+09:00,123810,123870,122500,122510
2025-10-04T02:00:00+09:00,122540,123120,121720,123040
2025-10-04T02:15:00+09:00,122990,122990,122330,122590
2025-10-04T02:30:00+09:00,122540,122970,122360,122590
2025-10-04T02:45:00+09:00,122600,122610,121700,122140
2025-10-04T03:00:00+09:00,122100,122150,121560,122090
2025-10-04T03:15:00+09:00,122050,122580,122050,122520
2025-10-04T03:30:00+09:00,122530,122710,122280,122670
2025-10-04T03:45:00+09:00,122660,122760,122380,122550
2025-10-04T04:00:00+09:00,122550,122570,122400,122490
2025-10-04T04:15:00+09:00,122490,122830,122490,122830
2025-10-04T04:30:00+09:00,122830,122940,122690,122760
2025-10-04T04:45:00+09:00,122760,122760,122590,122600
2025-10-04T05:00:00+09:00,122650,122650,122030,122090
2025-10-04T05:15:00+09:00,122090,122250,122060,122110
2025-10-04T05:30:00+09:00,122120,122640,122120,122630
2025-10-04T05:45:00+09:00,122640,122690,122500,122500
2025-10-04T06:00:00+09:00,122470,122470,122350,122420
2025-10-04T06:15:00+09:00,122410,122420,122290,122300
2025-10-04T06:30:00+09:00,122290,122310,122040,122140
2025-10-04T06:45:00+09:00,122150,122380,122000,122330
2025-10-04T07:00:00+09:00,122330,122450,122320,122430
2025-10-04T07:15:00+09:00,122430,122500,122420,122460
2025-10-04T07:30:00+09:00,122460,122620,122460,122580
2025-10-04T07:45:00+09:00,122580,122600,122420,122470
2025-10-04T08:00:00+09:00,122460,122470,122250,122280
2025-10-04T08:15:00+09:00,122270,122310,122250,122250
2025-10-04T08:30:00+09:00,122250,122300,122190,122260
2025-10-04T08:45:00+09:00,122270,122270,122130,122160
2025-10-04T09:00:00+09:00,122180,122230,122060,122150
2025-10-04T09:15:00+09:00,122170,122260,122140,122180
2025-10-04T09:30:00+09:00,122170,122170,122000,122030
2025-10-04T09:45:00+09:00,122030,122080,122000,122050
2025-10-04T10:00:00+09:00,122040,122080,122000,122030
2025-10-04T10:15:00+09:00,122060,122060,121960,121960
2025-10-04T10:30:00+09:00,121950,122000,121840,121870
2025-10-04T10:45:00+09:00,121860,121860,121700,121820
2025-10-04T11:00:00+09:00,121830,122010,121780,121780
2025-10-04T11:15:00+09:00,121860,121860,121650,121800
2025-10-04T11:30:00+09:00,121800,121800,121670,121730
2025-10-04T11:45:00+09:00,121730,121910,121700,121810
2025-10-04T12:00:00+09:00,121850,121870,121800,121840
2025-10-04T12:15:00+09:00,121860,122010,121860,122010
2025-10-04T12:30:00+09:00,122010,122050,122000,122020
2025-10-04T12:45:00+09:00,122020,122230,122000,122190
2025-10-04T13:00:00+09:00,122220,122290,122210,122250
2025-10-04T13:15:00+09:00,122240,122360,122200,122310
2025-10-04T13:30:00+09:00,122300,122450,122240,122440
2025-10-04T13:45:00+09:00,122430,122500,122400,122480
2025-10-04T14:00:00+09:00,122460,122680,122420,122650
2025-10-04T14:15:00+09:00,122640,122760,122580,122650
2025-10-04T14:30:00+09:00,122650,122670,122470,122470
2025-10-04T14:45:00+09:00,122470,122550,122400,122480
2025-10-04T15:00:00+09:00,122480,122500,122360,122380
2025-10-04T15:15:00+09:00,122390,122570,122390,122500
2025-10-04T15:30:00+09:00,122500,122540,122470,122490
2025-10-04T15:45:00+09:00,122500,122500,122410,122410
2025-10-04T16:00:00+09:00,122430,122430,122360,122420
2025-10-04T16:15:00+09:00,122420,122420,122300,122350
2025-10-04T16:30:00+09:00,122360,122390,122290,122300
2025-10-04T16:45:00+09:00,122300,122320,122250,122320
2025-10-04T17:00:00+09:00,122310,122520,122310,122510
2025-10-04T17:15:00+09:00,122500,122500,122400,122460
2025-10-04T17:30:00+09:00,122430,122430,122220,122220
2025-10-04T17:45:00+09:00,122220,122300,122210,122260
2025-10-04T18:00:00+09:00,122270,122380,122260,122380
2025-10-04T18:15:00+09:00,122390,122410,122330,122350
2025-10-04T18:30:00+09:00,122350,122350,122280,122310
2025-10-04T18:45:00+09:00,122310,122310,122190,122190
2025-10-04T19:00:00+09:00,122190,122250,122190,122210
2025-10-04T19:15:00+09:00,122210,122300,122210,122300
2025-10-04T19:30:00+09:00,122290,122310,122190,122190
2025-10-04T19:45:00+09:00,122210,122210,122110,122110
2025-10-04T20:00:00+09:00,122120,122200,122030,122030
2025-10-04T20:15:00+09:00,122030,122100,121990,122100
2025-10-04T20:30:00+09:00,122080,122110,122020,122090
2025-10-04T20:45:00+09:00,122070,122070,121980,122000
2025-10-04T21:00:00+09:00,121990,122110,121960,122090
2025-10-04T21:15:00+09:00,122080,122090,122030,122070
2025-10-04T21:30:00+09:00,122050,122060,121990,122030
2025-10-04T21:45:00+09:00,122010,122020,121960,122000
2025-10-04T22:00:00+09:00,122010,122470,121990,122380
2025-10-04T22:15:00+09:00,122390,122430,122290,122320
2025-10-04T22:30:00+09:00,122310,122450,122310,122410
2025-10-04T22:45:00+09:00,122410,122430,122370,122370
2025-10-04T23:00:00+09:00,122370,122380,122290,122380
2025-10-04T23:15:00+09:00,122400,122430,122300,122300
2025-10-04T23:30:00+09:00,122310,122310,122220,122260
2025-10-04T23:45:00+09:00,122260,122260,122000,122000
2025-10-05T00:00:00+09:00,122000,122070,121940,121940
2025-10-05T00:15:00+09:00,121940,121960,121740,121750
2025-10-05T00:30:00+09:00,121740,121870,121720,121870
2025-10-05T00:45:00+09:00,121880,121980,121780,121780
2025-10-05T01:00:00+09:00,121790,121920,121650,121660
2025-10-05T01:15:00+09:00,121660,121700,121640,121670
2025-10-05T01:30:00+09:00,121690,121850,121690,121790
2025-10-05T01:45:00+09:00,121830,121830,121640,121680
2025-10-05T02:00:00+09:00,121700,121820,121700,121810
2025-10-05T02:15:00+09:00,121810,121850,121760,121850
2025-10-05T02:30:00+09:00,121850,121880,121740,121740
2025-10-05T02:45:00+09:00,121730,121730,121700,121720
2025-10-05T03:00:00+09:00,121730,121810,121730,121750
2025-10-05T03:15:00+09:00,121750,121780,121740,121740
2025-10-05T03:30:00+09:00,121750,121750,121640,121690
2025-10-05T03:45:00+09:00,121680,121680,121560,121570
2025-10-05T04:00:00+09:00,121590,121800,121590,121790
2025-10-05T04:15:00+09:00,121800,121860,121760,121860
2025-10-05T04:30:00+09:00,121870,121950,121870,121930
2025-10-05T04:45:00+09:00,121920,121930,121920,121930
2025-10-05T05:00:00+09:00,121930,122050,121900,121950
2025-10-05T05:15:00+09:00,121950,122050,121950,122050
2025-10-05T05:30:00+09:00,122050,122060,121980,122050
2025-10-05T05:45:00+09:00,122030,122050,121920,121920
2025-10-05T06:00:00+09:00,121920,122090,121890,122090
2025-10-05T06:15:00+09:00,122100,122290,122090,122290
2025-10-05T06:30:00+09:00,122290,122310,122240,122300
2025-10-05T06:45:00+09:00,122310,122310,122170,122170
2025-10-05T07:00:00+09:00,122170,122200,122120,122170
2025-10-05T07:15:00+09:00,122170,122240,122170,122220
2025-10-05T07:30:00+09:00,122240,122310,122230,122250
2025-10-05T07:45:00+09:00,122280,122310,122210,122270
2025-10-05T08:00:00+09:00,122270,122270,122220,122220
2025-10-05T08:15:00+09:00,122220,122220,122180,122190
2025-10-05T08:30:00+09:00,122200,122310,122200,122310
2025-10-05T08:45:00+09:00,122320,122380,122320,122360
2025-10-05T09:00:00+09:00,122360,122380,122240,122240
2025-10-05T09:15:00+09:00,122250,122390,122250,122390
2025-10-05T09:30:00+09:00,122380,122390,122250,122250
2025-10-05T09:45:00+09:00,122250,122260,122140,122140
2025-10-05T10:00:00+09:00,122140,122290,122140,122290
2025-10-05T10:15:00+09:00,122290,122290,122130,122260
2025-10-05T10:30:00+09:00,122250,122380,122240,122380
2025-10-05T10:45:00+09:00,122370,122380,122300,122360
2025-10-05T11:00:00+09:00,122370,122390,122330,122380
2025-10-05T11:15:00+09:00,122380,122810,122380,122770
2025-10-05T11:30:00+09:00,122830,124280,122710,123640
2025-10-05T11:45:00+09:00,123680,124140,123620,124140
2025-10-05T12:00:00+09:00,124060,124130,123720,123720
2025-10-05T12:15:00+09:00,123710,123830,123430,123830
2025-10-05T12:30:00+09:00,123850,124200,123850,124050
2025-10-05T12:45:00+09:00,124060,124130,123770,123870
2025-10-05T13:00:00+09:00,123830,124090,123830,123910
2025-10-05T13:15:00+09:00,123940,124090,123910,124080
2025-10-05T13:30:00+09:00,124080,124470,124070,124340
2025-10-05T13:45:00+09:00,124330,125710,124330,125250
2025-10-05T14:00:00+09:00,125210,125430,124920,125240
2025-10-05T14:15:00+09:00,125240,125390,124930,125380
2025-10-05T14:30:00+09:00,125390,125390,125160,125170
2025-10-05T14:45:00+09:00,125160,125160,124940,125090
2025-10-05T15:00:00+09:00,125120,125190,124950,125070
2025-10-05T15:15:00+09:00,125070,125070,124780,124970
2025-10-05T15:30:00+09:00,124980,125030,124820,125030
2025-10-05T15:45:00+09:00,125020,125150,124940,124980
2025-10-05T16:00:00+09:00,124980,125020,124860,124990
2025-10-05T16:15:00+09:00,124990,125100,124790,124790
2025-10-05T16:30:00+09:00,124790,124810,124640,124670
2025-10-05T16:45:00+09:00,124680,124880,124670,124670
2025-10-05T17:00:00+09:00,124680,124750,124540,124630
2025-10-05T17:15:00+09:00,124640,124780,124630,124690
2025-10-05T17:30:00+09:00,124680,124710,124600,124650
2025-10-05T17:45:00+09:00,124650,124660,124570,124570
2025-10-05T18:00:00+09:00,124580,124640,124440,124440
2025-10-05T18:15:00+09:00,124430,124430,124000,124010
2025-10-05T18:30:00+09:00,124000,124000,122940,123000
2025-10-05T18:45:00+09:00,123000,123270,122830,123060
2025-10-05T19:00:00+09:00,123070,123070,122570,122900
2025-10-05T19:15:00+09:00,122890,123130,122890,123060
2025-10-05T19:30:00+09:00,123060,123060,122720,122880
2025-10-05T19:45:00+09:00,122890,123130,122890,123130
2025-10-05T20:00:00+09:00,123110,123280,122850,122880
2025-10-05T20:15:00+09:00,122920,123450,122920,123380
2025-10-05T20:30:00+09:00,123400,123400,123230,123340
2025-10-05T20:45:00+09:00,123370,123580,123370,123500
2025-10-05T21:00:00+09:00,123500,123500,123000,123180
2025-10-05T21:15:00+09:00,123170,123260,123130,123190
2025-10-05T21:30:00+09:00,123170,123200,123010,123080
2025-10-05T21:45:00+09:00,123100,123250,123100,123180
2025-10-05T22:00:00+09:00,123130,123320,123130,123280
2025-10-05T22:15:00+09:00,123280,123330,123230,123320
2025-10-05T22:30:00+09:00,123310,123380,123270,123310
2025-10-05T22:45:00+09:00,123300,123300,123190,123190
2025-10-05T23:00:00+09:00,123190,123350,123190,123310
2025-10-05T23:15:00+09:00,123310,123320,123180,123240
2025-10-05T23:30:00+09:00,123260,123260,122810,122920
2025-10-05T23:45:00+09:00,122930,123090,122910,123060
2025-10-06T00:00:00+09:00,123070,123070,122870,122950
2025-10-06T00:15:00+09:00,122980,123040,122900,122900
